id,datetime,mask,base_bearing,anchors_passed,head_text,max_cc_run,survey_terms,config
HSH-1989-11-09T19:53-Bzones-true_ene_minus-S-Light-off_alpha_floor-phase41,1989-11-09T19:53,Bzones,true_ene_minus,False,FFZRHWIYPHAFFAQJIRZX,6,,S-Light
HSH-1989-11-09T19:53-Bzones-true_ene_minus-S-Swap-off_alpha_floor-phase41,1989-11-09T19:53,Bzones,true_ene_minus,False,VVBJTESCLTAVVAKRSJBD,6,,S-Swap
HSH-1989-11-09T19:53-Bzones-true_ene_minus-S-Tri-off_alpha_floor-phase41,1989-11-09T19:53,Bzones,true_ene_minus,False,FFZRHWIYPHAFFAQJIRZX,6,,S-Tri
HSH-1989-11-09T19:53-Bzones-true_ene_minus-S-Light-off_alpha_round-phase41,1989-11-09T19:53,Bzones,true_ene_minus,False,EGYSGXHZOIZGEBPKHSYY,7,,S-Light
HSH-1989-11-09T19:53-Bzones-true_ene_minus-S-Swap-off_alpha_round-phase41,1989-11-09T19:53,Bzones,true_ene_minus,False,WUCIUDTBMSBUWZLQTICC,6,,S-Swap
HSH-1989-11-09T19:53-Bzones-true_ene_minus-S-Tri-off_alpha_round-phase41,1989-11-09T19:53,Bzones,true_ene_minus,False,EGYSGXHZOIZGEBPKHSYY,7,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Light-off_alpha_floor-phase0,1990-11-03T13:45,Azones,true_ne_plus,False,JXHPTOYQJLZRRJGECAXY,9,,S-Light
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Swap-off_alpha_floor-phase0,1990-11-03T13:45,Azones,true_ne_plus,False,JXHPTOYQJLZRRJGECAXY,9,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Tri-off_alpha_floor-phase0,1990-11-03T13:45,Azones,true_ne_plus,False,JXHPTOYQJLZRRJGECAXY,9,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Light-off_alpha_round-phase0,1990-11-03T13:45,Azones,true_ne_plus,False,JXHPTOYQJLZRRJGECAXY,9,,S-Light
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Swap-off_alpha_round-phase0,1990-11-03T13:45,Azones,true_ne_plus,False,JXHPTOYQJLZRRJGECAXY,9,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Tri-off_alpha_round-phase0,1990-11-03T13:45,Azones,true_ne_plus,False,JXHPTOYQJLZRRJGECAXY,9,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Light-off_alpha_floor-phase41,1990-11-03T13:45,Azones,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Swap-off_alpha_floor-phase41,1990-11-03T13:45,Azones,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Tri-off_alpha_floor-phase41,1990-11-03T13:45,Azones,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Light-off_alpha_round-phase41,1990-11-03T13:45,Azones,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Swap-off_alpha_round-phase41,1990-11-03T13:45,Azones,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ne_plus-S-Tri-off_alpha_round-phase41,1990-11-03T13:45,Azones,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Light-off_alpha_floor-phase0,1990-11-03T13:45,Azones,true_ene_minus,False,KYCKOJTLYAOGXPGECAXY,4,,S-Light
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Swap-off_alpha_floor-phase0,1990-11-03T13:45,Azones,true_ene_minus,False,KYCKOJTLYAOGXPGECAXY,4,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Tri-off_alpha_floor-phase0,1990-11-03T13:45,Azones,true_ene_minus,False,KYCKOJTLYAOGXPGECAXY,4,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Light-off_alpha_round-phase0,1990-11-03T13:45,Azones,true_ene_minus,False,LZDLPKUMZBPHYQHFDBYZ,13,,S-Light
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Swap-off_alpha_round-phase0,1990-11-03T13:45,Azones,true_ene_minus,False,LZDLPKUMZBPHYQHFDBYZ,13,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Tri-off_alpha_round-phase0,1990-11-03T13:45,Azones,true_ene_minus,False,LZDLPKUMZBPHYQHFDBYZ,13,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Light-off_alpha_floor-phase41,1990-11-03T13:45,Azones,true_ene_minus,False,LTDLPKUGZBPHYKHFDBYT,13,,S-Light
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Swap-off_alpha_floor-phase41,1990-11-03T13:45,Azones,true_ene_minus,False,LTDLPKUGZBPHYKHFDBYT,13,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Tri-off_alpha_floor-phase41,1990-11-03T13:45,Azones,true_ene_minus,False,LTDLPKUGZBPHYKHFDBYT,13,,S-Tri
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Light-off_alpha_round-phase41,1990-11-03T13:45,Azones,true_ene_minus,False,MUEMQLVHACQIZLIGECZU,5,,S-Light
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Swap-off_alpha_round-phase41,1990-11-03T13:45,Azones,true_ene_minus,False,MUEMQLVHACQIZLIGECZU,5,,S-Swap
HSH-1990-11-03T13:45-Azones-true_ene_minus-S-Tri-off_alpha_round-phase41,1990-11-03T13:45,Azones,true_ene_minus,False,MUEMQLVHACQIZLIGECZU,5,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Light-off_alpha_floor-phase0,1990-11-03T13:45,Bzones,true_ne_plus,False,WEQQYVZXGGSEXZIIAQRW,9,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Swap-off_alpha_floor-phase0,1990-11-03T13:45,Bzones,true_ne_plus,False,EWKKCFBDUUIWDBSSAKJE,7,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Tri-off_alpha_floor-phase0,1990-11-03T13:45,Bzones,true_ne_plus,False,WEQQYVZXGGSEXZIIAQRW,9,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Light-off_alpha_round-phase0,1990-11-03T13:45,Bzones,true_ne_plus,False,WEQQYVZXGGSEXZIIAQRW,9,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Swap-off_alpha_round-phase0,1990-11-03T13:45,Bzones,true_ne_plus,False,EWKKCFBDUUIWDBSSAKJE,7,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Tri-off_alpha_round-phase0,1990-11-03T13:45,Bzones,true_ne_plus,False,WEQQYVZXGGSEXZIIAQRW,9,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Light-off_alpha_floor-phase41,1990-11-03T13:45,Bzones,true_ne_plus,False,HNBZJEKGRPDNIITRLZCF,6,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Swap-off_alpha_floor-phase41,1990-11-03T13:45,Bzones,true_ne_plus,False,TNZBRWQUJLXNSSHJPBYV,12,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Tri-off_alpha_floor-phase41,1990-11-03T13:45,Bzones,true_ne_plus,False,HNBZJEKGRPDNIITRLZCF,6,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Light-off_alpha_round-phase41,1990-11-03T13:45,Bzones,true_ne_plus,False,HNBZJEKGRPDNIITRLZCF,6,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Swap-off_alpha_round-phase41,1990-11-03T13:45,Bzones,true_ne_plus,False,TNZBRWQUJLXNSSHJPBYV,12,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ne_plus-S-Tri-off_alpha_round-phase41,1990-11-03T13:45,Bzones,true_ne_plus,False,HNBZJEKGRPDNIITRLZCF,6,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Light-off_alpha_floor-phase0,1990-11-03T13:45,Bzones,true_ene_minus,False,UGOSWXXZEIQGVBGKYSPY,10,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Swap-off_alpha_floor-phase0,1990-11-03T13:45,Bzones,true_ene_minus,False,GUMIEDDBWSKUFZUQCILC,6,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Tri-off_alpha_floor-phase0,1990-11-03T13:45,Bzones,true_ene_minus,False,UGOSWXXZEIQGVBGKYSPY,10,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Light-off_alpha_round-phase0,1990-11-03T13:45,Bzones,true_ene_minus,False,THNTVYWADJPHUCFLXTOZ,7,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Swap-off_alpha_round-phase0,1990-11-03T13:45,Bzones,true_ene_minus,False,HTNHFCEAXRLTGYVPDHMB,12,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Tri-off_alpha_round-phase0,1990-11-03T13:45,Bzones,true_ene_minus,False,THNTVYWADJPHUCFLXTOZ,7,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Light-off_alpha_floor-phase41,1990-11-03T13:45,Bzones,true_ene_minus,False,FFZRHWIYPHAFFAQJIRZX,6,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Swap-off_alpha_floor-phase41,1990-11-03T13:45,Bzones,true_ene_minus,False,VVBJTESCLTAVVAKRSJBD,6,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Tri-off_alpha_floor-phase41,1990-11-03T13:45,Bzones,true_ene_minus,False,FFZRHWIYPHAFFAQJIRZX,6,,S-Tri
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Light-off_alpha_round-phase41,1990-11-03T13:45,Bzones,true_ene_minus,False,EGYSGXHZOIZGEBPKHSYY,7,,S-Light
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Swap-off_alpha_round-phase41,1990-11-03T13:45,Bzones,true_ene_minus,False,WUCIUDTBMSBUWZLQTICC,6,,S-Swap
HSH-1990-11-03T13:45-Bzones-true_ene_minus-S-Tri-off_alpha_round-phase41,1990-11-03T13:45,Bzones,true_ene_minus,False,EGYSGXHZOIZGEBPKHSYY,7,,S-Tri
HSH-stylized-S-Light,1990-11-03T14:00,stylized,ENE_stylized,False,OAIOQJRHYYKAPFAWSOJI,7,,S-Light
HSH-stylized-S-Tri,1990-11-03T14:00,stylized,ENE_stylized,False,OAIOQJRHYYKAPFAWSOJI,7,,S-Tri
HSH-hourly-09:00,1990-11-03T09:00,Azones_hourly,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-hourly-10:00,1990-11-03T10:00,Azones_hourly,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-hourly-11:00,1990-11-03T11:00,Azones_hourly,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-hourly-12:00,1990-11-03T12:00,Azones_hourly,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-hourly-13:00,1990-11-03T13:00,Azones_hourly,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-hourly-14:00,1990-11-03T14:00,Azones_hourly,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
HSH-hourly-15:00,1990-11-03T15:00,Azones_hourly,true_ne_plus,False,PDNVZUNFYAOGXPMKIGDE,5,,S-Light
